id,text,E,S,G,non_ESG
22309,"When facilities improve their safety performance, they can leave the SIP program by mentoring another facility.",0,1,0,0
22310,Regions has a centralized appraisal review function that is responsible for reviewing appraisals for compliance with banking regulations and guidelines as well as appraisal standards.,0,0,0,1
22311,"to areas that are core to our expertise and corporate objectives, but also to spheres of importance for customers and employees.",0,0,0,1
22312,"Once the coal core is fully extruded from the core barrel, it is then inspected, photographed, and logged by the on‑site geologist, and cardboard inserts are installed in the wooden core box to maintain coal core integrity.",0,0,0,1
22313,"Our Vice President of Corporate Marketing, Communications & ESG leads our ESG initiatives.",0,1,1,0
22314,Our anti-retaliation policy also applies to individuals that encourage reporting misconduct or cooperate with business integrity investigations.,0,0,0,1
22315,"RESPONSIBLE SOURCING, QUALITY CONTROL AND RESILIENCY We work closely with our suppliers to promote shared values, ethical business practices and a resilient supply chain.",0,0,0,1
22316,"We are able to coordinate advocacy and participate in key industry issues, including environmental and safety initiatives, pipeline security, and best practices involving pipeline construction and engagement with landowners.",1,1,0,0
22317,"Circular economy and waste management CULTURE, EXCELLENCE, EQUALITY Y DIVERSITY 6.1.",0,0,0,1
22318,"The Board is encouraged that the Managers consistently and proactively engage with investee companies on environmental, social and governance (‘ESG’) matters.",0,0,0,1
22319,"Following an initial audit, we work with each supplier in identified continuous improvement opportunities.",0,0,1,0
22320,"If we fail to maintain an effective system of internal control over financial reporting, we may not be able to accurately report our financial results, and current and potential stockholders may lose confidence in our financial reporting.",0,0,1,0
22321,"Stronger brand and reputation, acknowledged	as	a	DE&I	leader	by	clients	 winning greater loyalty and stronger talent attraction.",0,1,0,0
22322,"�� On the third level, the two Risk Management Units of the Group identify, monitor, control and quantify any kind of risks at portfolio and / or company level.",0,0,1,0
22323,An Audit Committee assists the Board of Directors in fulfilling this responsibility.,0,0,0,1
22324,Tenneco India Philanthropy and community service is ingrained in the company culture at Tenneco India.,0,1,1,0
22325,"In this context, successive Council of Europe Summits, held at the highest political level of Heads of State and Government, have each given new impetus to the CEB’s action and contributed to shaping its current identity as the social development bank for Europe.",0,1,0,0
22326,"Minimising waste Waste management is not a significant issue for RWS as, being a service-based company, our waste is naturally low.",1,0,1,0
22327,"At group-level, our brands and retail companies developed a common and streamlined program of focus areas: we have addressed social compliance matters throughout the supply chain and within our own organization, in particular through carrying through the recommendations we have received from our partners at the FLA.",0,1,1,0
22328,In related to human rights violations or concerns.,0,1,0,0
22329,For the year ended December combined operations of Forever 21 accounted for [PCT] of Mall GLA and [PCT] of Rental Revenues.,0,0,1,0
22330,OUR ROLE FTI Consulting worked with the Steering Committee to submit an expression of interest to secure key roles on the new global governance body created to drive forward the primary mission of scaling high-integrity voluntary carbon markets.,0,0,0,1
22331,We take intentional steps to build a diverse talent pipeline from which top leadership can be selected in the future.,0,1,0,0
22332,"We believe the balance of cash, cash equivalents and restricted cash, which was $operations and continued access to capital markets, will be sufficient to satisfy the Company's cash requirements over the next 12 months and beyond.",0,1,0,0
22333,"As such, the company employs innovative technologies, including the Marriott Environmental Sustainability Hub (MESH), the company’s environmental reporting platform to plan, implement, track, and communicate how to operate responsibly to mitigate climate-related risk, benefiting the business and the communities where Marriott hotels operate.",0,0,0,1
22334,"In addition, our stabilized cell-permeating peptide product candidates may not demonstrate in patients the chemical and pharmacological properties ascribed to them in laboratory studies, and they may interact with human biological systems in unforeseen, ineffective or harmful ways.",0,1,0,0
22335,"Additionally, the Task Force on Climate-related Financial Disclosures (TCFD) framework within the Annual Report.",0,0,1,0
22336,The main challenge w ill be to successfully complete our expansion across the whole of Spain and compete on equal terms with the other telecom operators.,0,1,0,0
22337,"We encourage anyone who seeks guidance or who suspects inappropriate or unethical behavior The Ethics Hotline – This external, confidential third-party-managed ethics hotline can be used for anonymous reporting online, over the phone, by text or via email.",0,0,0,1
22338,It reviews and monitors implementation of the Company’s sustainability strategy and reviews policy statements on environmental and social matters.,0,0,0,1
22339,"She was the vice chief executive officer at ArtGo [COMPANY] (offerings, compliance after the initial public offerings and investor relationship from March [YEAR] to May [YEAR].",0,0,1,0
22340,Forced labor audits at supplier factories in Bangladesh resulted in termination of contracts with five non-compliant manufacturers.,1,0,0,0
22341,"The risk of a significant cyber attack, or data security breach, could incur penalties and have a serious impact on the Group’s ability to trade in the short term, with longer-term negative implications to our reputation in the marketplace and therefore our ability to meet our growth targets in the medium term.",0,1,0,0
22342,We are more committed to giving back to society and positively impacting the people around us.,0,1,0,0
22343,"Under the leadership of top management, educational activities targeting all executives and employees are carried out on an ongoing basis to help foster an organization in which human rights infringements do not occur.",0,0,0,1
22344,"for Telstra, citizenship is about finding a way to both grow our business in our day-to-day operations – through greater innovation and better customer satisfaction – and to make a real difference in the wider community through our core business activities.",0,1,0,0
22345,"All aspects of diversity are potentially relevant to our companies, although our approach is more developed in some areas, for example representation of women.",1,1,0,0
22346,The acquisition included clients and their experienced relationship management teams.,0,0,1,0
22347,"GRI 408 Management approach Tiffany & Co. has been vocal and proactive in doing its part to eliminate human rights issues in the jewelry industry, including child labor.",0,0,0,1
22348,Our ESG score improvement did not translate into a lower cost of capital as other credit factors deteriorated during the period.,0,0,0,1
22349,"We did not record compensation expense for time-based stock option grants prior to the closing of our IPO in June of fiscal contingent events such as involuntary termination, a change in control, or an initial public offering occurred, and such contingent events were not deemed probable during fiscal [YEAR] or any other fiscal period prior to our IPO.",0,0,0,1
22350,code of conduct is central to our sustainability as a business.,0,1,1,0
22351,"The Executive Management team has primary responsibility for the management of EDC’s risks, standards of integrity and behaviour, financial reporting and internal control systems.",0,0,0,1
22352,This program provides a framework for managers and employees to address job demands and work-pressure issues with a view toward a better work-life balance.,0,0,0,1
22353,> Women in Technology programs at our headquarters in addition to two other locations in the U.S. and three locations in India.,0,1,0,0
22354,"In the USA, we offer training on anti-harassment and workplace safety and support well-being through online training and classroom experiences.",0,1,0,0
22355,Certain clients will not engage particular contractors to perform work if their safety practices do not conform to predetermined standards or if the general contractor has an unacceptably high incidence of safety infractions or incidents.,0,1,0,0
22356,"How we work Combatting misconduct on all fronts Stora Enso’s Ethics and Compliance function is a sub-function operating under our Legal team, headed by our General Counsel, who reports directly to the CEO .",0,0,0,1
22357,"Our Corporate Citizenship program, designed to address environmental, social and governance (ESG) factors and focusing on issues such as climate change, sustainability, and diversity and inclusion (D&I), is one of many ways we help advance this purpose.",0,0,0,1
22358,"The decision about what is the appropriate minimum age for workers has been as difficult for us as it has been for the whole industry, and one that we considered very carefully.",0,1,1,0
22359,"We hired external consultants to assess methodology, data integrity, and reporting of our financed emissions.",0,0,0,1
22360,"Our hiring increased significantly in strategic business areas including regulatory compliance, technology and analytics, showing our commitment to deliver on our corporate strategy (see pages 4-5).",0,0,0,1
22361,"GRI Explanation of the material topic and its Boundary 103-1 Community Impact The management approach and its components 103-2 Evaluation of the management approach 103-3 Operations with local community engagement, impact assessments, and development programs 413-1 Domino's works with local authorities when constructing new facilities and follows all relevant laws and complies with local market regulations related to permitting and zoning as well as local employment and occupational safety practices.",0,0,0,1
22362,focus on integrating corporate responsibility throughout the supply chain.,0,0,0,1
22363,"Requirements of Suppliers Applied Materials requires our suppliers to maintain programs and procedures that ensure compliance with the RMI and do not, directly or indirectly, finance or benefit armed groups in the DRC.",0,0,1,0
22364,a consistent approach to closure planning and management.,0,0,1,0
22365,"Throughout platforms to circulate accurate and up-to-date information about COVID-19, including building awareness of the signs and symptoms, how the virus spreads, as well as proper hygiene and sanitization measures.",0,1,0,0
22366,"Further, the principles set out in the environmental policy is also reflected throughout the rest of the policies and corporate governance structure.",0,0,0,1
22367,"GPH is responsible for a growing portfolio of pharmaceutical products and services for diseases that have a high public health impact, including SIRTURO™ (bedaquiline), flubendazole, reformulated mebendazole and long-acting TMC278 (rilpivirine).",0,1,0,0
22368,AB Agri has its own policy on animal health and welfare that sets out its commitments.,0,0,0,1
22369,"Nissan has established the four categories of “product quality,” “perceived quality and attractiveness,” “sales and service quality” and “quality of management,” with the goal of becoming the auto industry leader in each category.",0,0,0,1
22370,[COMPANY]’s standard payment terms are 30 days from the provision of the service.,0,0,0,1
22371,"This includes the Sustainability Accounting Standards Board (SASB) standards for Multiline and Speciality Retailers and Distributors, the Global Reporting Initiative (GRI), and the recommendations of the Task Force on Climate-related Financial Disclosures (TCFD).",0,0,0,1
22372,The total advertising and promotion investment as a percentage of sales was and was in line with [YEAR].,0,1,0,0
22373,"To ensure IP integrity, SBM Offshore manages the classification of documents and nondisclosure agreements with partners and ensures restricted access to technology-sensitive documents.",0,0,0,1
22374,A contract asset represents the Company’s right to consideration in exchange for goods or services that the Company has transferred to a customer that is not yet unconditional.,0,0,1,0
22375,Securities Sold Under Agreements to Repurchase Securities sold under agreements to repurchase (“repos”) are accounted for as collateralized financing transactions as the terms of the sale agreements do not qualify for sale accounting and are therefore recorded at the amount of cash received.,0,0,1,0
22376,Throughout fi scal level of the entire AGC Group by encouraging Group companies to heighten information security measures and promoting local ized measures at each site or region of the Group.,0,1,0,0
22377,"The unprecedented health crisis triggered by the COVID-threat to human life, but also impacted livelihood.",0,1,1,0
22378,"Since girls and women are disproportionately impacted by lack of energy access, this has a subsequent and profound impact on communities at large.",1,1,0,0
22379,"With a focus on the senior management of business groups and the GCSRC, we held meetings on smart development strategies, looking at Acer’s current level of CSR development, development trends in the ICT industry, future growth, and Acer’s smart strategies for the challenges and opportunities the group faces.",0,0,1,0
22380,"We are also required to provide to consumers, upon request, a written summary of detailed nutritional information for each standard menu item, and to provide a statement on menus about the availability of this information.",0,0,1,0
22381,"You can expect us to accelerate initiatives in sustainability and health and safety, and to regain industry leadership in carbon intensity and achieve our long-term targets.",0,1,0,0
22382,"Management of product advancements, product safety and product liability management system, which includes product safety.",0,0,0,1
22383,"Promote understanding of issues and challenges, as well as the strategic value of our industry • Help create a more receptive regulatory and policy environment.",0,0,0,1
22384,"A cyber incident is considered to be any adverse event that threatens the confidentiality, integrity or availability of the information resources of us or our portfolio companies.",1,1,1,1
22385,"Removal Coal Mining Mountain Top Removal (MTR) coal mining refers to surface coal mining (and the associated reclamation operations) that remove entire coal seams running through the upper fraction of a mountain, ridge, or hill, by removing all of the overburden and creating a level plateau or gently rolling contour with no high-walls remaining. Barclays recognises that MTR in the Appalachian region of the USA is a legal mining method, overseen by a robust regulatory framework.",0,0,1,0
22386,Awareness sessions and communications from EHS to engage employees (ongoing).,0,1,0,0
22387,"It also shows that – in addition to the social framework within which the [COMPANY] operates – our sustainability strategy focuses on our core activities of asset management, underwriting and operations.",0,1,1,0
22388,"Whatever the job, however, the safety requirements are always high and we underline this through our zero tolerance vision of a workplace free from accidents.",0,1,0,0
22389,"Business combinations Acquisitions of subsidiaries and businesses are generally accounted for under IFRS 3, where appropriate.",0,0,0,1
22390,"Its products undergo regular checks by different organizations, selected according to internal or external procedures, who certify their compliance with the relevant regulations and standards.",0,0,0,1
22391,"Prior to the acquisition of MBS on February Leonard Riggio, who is a principal owner holding substantial shares of our common stock, and other members of the Riggio family.",0,1,0,0
22392,"Civil society organizations provide us with important perspectives and expertise on EDC’s business operations and how they affect human rights, climate change, business integrity and transparency.",0,0,0,1
22393,"Assessing human rights Our assessment of human rights aligns with our corporate Human Rights Policy, as outlined under our commitment, and includes these points of review: safe and healthy workplace, respectful workplace, workplace security, work hours and wages, freedom of association, child labor, forced labor, human trafficking, or recruitment fees to obtain employment.",0,0,0,1
22394,human rights reviews conducted as part of our geographic heat-map assessment 28 G4S plc Corporate Social Responsibility Report [YEAR] http:practice.,0,1,1,0
22395,"Accordingly, the optimal board leadership structure for Griffin may vary as circumstances change.",0,0,0,1
22396,Social commerce integration enabled customers to purchase directly through various social media platforms.,0,0,0,1
22397,"[COMPANY]’s corporate giving is driven by a commitment to create a cleaner, healthier and better world.",0,0,0,1
22398,"The Committee oversees the Bank’s environmental, social, and governance (ESG) risks, including climate change risk.",0,0,0,1
22399,"For a sustainable business model to succeed, value cannot only include monetary means, but must encompass environmental and societal responsibility, employee-related matters, anti-corruption measures and respect for human rights.",0,0,0,1
22400,"Our main objective is to “minimize the digital divide and create digital opportunities,” Chunghwa Telecom watches the trends of this digital divide and offer solutions that facilitate social innovation and digital inclusion.",0,1,0,0
22401,"Henkel companies also have their management systems externally certified, if this yields competitive advantages.",0,0,0,1
22402,"Although the ultimate disposition of legal proceedings cannot be predicted with certainty, it is our opinion that the outcome of any claim which might be pending or threatened, either individually or on a combined basis, will not have a materially adverse effect on the financial position of the Company, but could materially affect the Company’s results of operations in a given year.",0,0,0,1
22403,"As part of our social responsibility initiatives, we have adopted a Human Rights Statement and Human Rights Policy.",0,0,0,1
22404,"The Audit Committee has oversight of IPG’s compliance with its Code of Conduct, including matters relating to anti-corruption compliance and conflicts of interest, and establishes procedures for receiving anonymous complaints or concerns from employees regarding accounting internal controls and auditing matters.",0,1,1,0
22405,The company completed the acquisition of a mid-size competitor for approximately three billion dollars in an all-cash transaction.,0,0,1,0
22406,"It enables management to identify and articulate enterprise-wide risks and understand potential vulnerabilities, and changes to the risk profile of the Bank.",0,0,1,0
22407,"Health, education and income generation are priority issues.",0,1,0,0
22408,Award recognizes NS support of community safety Norfolk Southern has a long history of working with local communities across our rail network to support safety.,0,1,0,0
22409,OUR CODE OF CONDUCT: NAVIGATING WITH INTEGRITY Our Code of Conduct is a statement of the fundamental principles that define the way we work; it explains the Company’s culture and values and serves as an entry point to some of our more detailed policies and procedures.,0,0,0,1
22410,"Our effective governance, core values and responsible business practices are fundamental to building trust with our stakeholders and sustaining our success.",0,0,0,1
22411,The earnings per ordinary share is based on a weighted number of shares shares in issue.,0,0,1,0
22412,"integrity and process safety information is accurate, current and easily accessible.",0,0,0,1
22413,"For other reporting units, we typically determine fair value using an income-based approach (discounted cash flows) based on assumptions in our long-range business plans and, in some cases, a combination of an income-based approach and a market-based approach.",0,0,1,0
22414,"The boundary for Disney’s water volume reporting includes owned and operated assets (Theme Parks and Resorts, Disney Cruise Line, owned commercial spaces, Studios and ESPN).",0,0,0,1
22415,"Yet, with high demand for top talent in the workplace generally, Air Canada also recognizes that it must actively recruit in order to remain competitive.",0,0,0,1
22416,h) Investments accounted for using the equity method Interests in joint ventures and associates are initially assessed at acquisition cost and subsequently restated to the amount of the interest with the results generated by these companies that are not distributed by way of dividends.,0,0,1,0
22417,"We have not been notified by any governmental authority of any material non-compliance, liability or claim relating to hazardous or toxic substances or other environmental matter in connection with any of our properties.",0,0,0,1
22418,"Our goal is to achieve world-class associate engagement, which we constantly measure to assess the health of our culture.",0,1,1,0
22419,"The Compensation Committee has established corporate performance criteria for the short-term incentive plan, as well as long-term performance-based equity incentives for senior management .",0,0,0,1
22420,"The amendments set forth in this Second Amendment shall become effective as of the Effective Date, and any direct or indirect modification to the Executive’s base salary or annual bonus shall be on a pro-rated basis for fiscal year [YEAR] based on the Effective Date.",0,1,0,0
22421,"Jeff was born and raised in Pittsburg, Texas, where his family still resides.",0,1,0,0
22422,"412-1 Operations that have been subject to human rights reviews or impact assessments Fully Smithfield has the right to, but does not currently, conduct audits of suppliers to evaluate supplier compliance with company standards against trafficking and slavery in supply chains.",0,0,0,1
22423,"The risks as per Italian Legislative Decree no. have been identified by macro-processes, assessed ad hoc and included in the risk assessment within the sphere of the compliance risks.",0,0,0,1
22424,"For the first two management levels below the Executive Board, the Executive Board set a target for the percentage of women of and a target of [PCT] for the second management level by 30 June [YEAR].",0,1,1,0
22425,"Subaru participated in the Ministry of the Environment “Support for Calculating Supply Chain Greenhouse Gas Emissions toward an Environmental Information Disclosure Infrastructure,” and received assistance from NTT Data Institute of Management Consulting, Inc.",0,0,0,1
22426,"at the end of a successful day of construction activities, the volunteers came together to donate their safety and work equipment to Habitat for Humanity.",0,1,0,0
22427,"increased its focus on ESG reporting, disclosure of our key ESG objectives, and progress on these objectives, particularly on culture, diversity and inclusion.",0,0,0,1
22428,"We know from talking with community leaders that empowering women has a positive impact on their children, families and villages.",0,1,0,0
22429,"15Stantec Inc. Stantec is certified to OHSAS 18001, an internationally recognized consensus standard for health and safety management.",0,1,1,0
22430,"with the new system all hr routines are co-ordinated; it also makes it possible to make recruitment, competence development and wage management activities more effective.",0,0,0,1
22431,"The Government of Pakistan (GoP) is committed, hence continuously pursuing for satisfactory settlement of Inter-corporate circular debt issue, however, the progress is slower than expected resulting in accumulation of Company’s trade debts.",0,0,0,1
22432,"Finally, employees are welcome to suggest additional areas of expertise and coursework that are deemed necessary for the fulfillment of their position and we are open to considering integrating their suggestions into our training program and framework.",0,0,1,0
22433,"U.S. Department of Health and Human Services Office of Minority Health, accessed 2.",0,1,0,0
22434,Corporate Governance Statement The directors and management are committed to conducting the business of LawFinance Limited in an ethical manner and in accordance with the highest standards of corporate governance.,0,0,0,1
22435,This scope is by gender compared to local minimum wage governed by the at significant locations of operation National Labour Contract and supplementary agreements.,0,1,0,0
22436,of challenge and rigour in evidence through recent audits satisfied the Committee that the length of appointment did not prevent delivery of a robust and independent audit.,0,0,0,1
22437,"in particular, LG electronics rewards high performers with differentiated compensation to motivate our employees to strive for strong performance.",0,0,1,0
22438,"We rely heavily on information systems for management of our supply chain, inventory, payment of obligations, collection of cash, human capital management, financial tools and other business processes and procedures.",0,1,1,0
22439,The WIS Operations team engages regularly with all service providers both in one-to-one meetings and via regular written reporting.,0,0,1,0
22440,"To date, over enrolled in the Community Health Academy’s courses worldwide.",0,1,0,0
22441,The product range encompasses a broad line-up of high-concentration cleaning and care products for all carwash needs.,1,0,0,0
22442,+ Supporting individuals’ right to safe and healthy working conditions.,0,0,0,1
22443,We appreciate the importance of advancing women in our industry and are working hard to do so.,0,1,0,0
22444,"EM-EP-and due diligence practices with respect to human rights, indigenous rights, and operation in areas of conflict PDC does not operate in areas of conflict.",0,1,1,0
22445,"All that we do is underpinned by strong governance, a disciplined approach to risk management and high standards of responsibility, which supports the sustainable development of our business.",0,0,0,1
22446,"Although shipping was ultimately not included in the Paris Agreement, it is expected that the adoption of the Paris Agreement may lead to regulatory changes in relation to curbing GHG emissions from shipping.",0,0,0,1
22447,The program’s 3-Step Wellness Check is now available in nine countries.,0,1,0,0
22448,"We expect our service providers to share their commitment to sustainability by meeting or exceeding the requirements of environmental laws and regulations and prompting acceptable levels of energy consumption, water use and waste management to reduce the environmental impacts of our business operations and those of our tenants.",0,0,0,1
22449,We expect that our relationship with social media influencers will provide us the ability to offer these services to our existing clients in the entertainment and consumer products industries and will be accretive to our revenue.,0,1,0,0
22450,"In addition to our Corporate Responsibility Report, we issued a new environmental policy that demonstrates our commitment to adopt sustainable and environmentally conscious practices, and publicly disclosed Radian’s Equal Employment Opportunity (EEO-to provide transparency into the company’s workforce demographics.",0,0,0,1
22451,In provided their funds to organizations that aid mental health.,0,1,0,0
22452,Short-term initiatives: Portfolio management During the year we completed the disposal of two businesses: a materials testing business in the UK and Ireland and a non-destructive testing business predominantly serving the aerospace and process industries.,0,0,1,0
22453,It is essential that all these suppliers have the right data security and privacy standards in place to protect consumer privacy and to reduce legal and contractual risks to our companies and our clients.,0,1,1,0
22454,• Handelsbanken Liv’s board has adopted a policy for sustainability that establishes the focus of the operations’ sustainability efforts.,0,0,0,1
22455,"For example, the EPA published permitting guidance in February regulations in May [YEAR] governing performance standards for the oil and natural gas industry, for which the EPA in August [YEAR] has proposed amendments that would rescind certain requirements of the regulations; issued in June [YEAR] final effluent limitations guidelines under the CWA that waste water from shale natural gas extraction operations must meet before discharging to a publicly-owned treatment plant; and issued in [YEAR] a prepublication of its Advance Notice of Proposed Rulemaking regarding Toxic Substances Control Act reporting of the chemical substances and mixtures used in hydraulic fracturing.",0,0,0,1
22456,Related party transactions were reviewed and approved by independent directors to ensure arm's length pricing and compliance.,1,0,0,0
22457,"As a responsible corporate citizen that recognises the risks our country faces, and the urgency with which we all need to address them, [COMPANY] has accepted and embraced its responsibility to do whatever it can to make a positive impact on the future – and make every effort to encourage and enable others within our sphere of influence to do the same.",0,0,0,1
22458,Point of Emphasis Governance and economic responsibility is at our core and one of our identified strategic priorities.,0,0,0,1
22459,"This tool makes it possible to take corrective measures during the audit procedure itself, which reduces the frequency of accidents and promotes a safer workplace.",0,0,0,1
22460,Our new Group Trade Compliance Policy was approved by the Group Executive Team in [YEAR].,0,0,1,0
22461,Bergsöe sends lead- bearing dust to Rönn skär.,0,0,0,1
22462,"Environment, Health & Safety Management System . . . . . . . . . . . . . . . . . . . . .",0,0,0,1
22463,"Non-financial and Environmental, Social and Governance (ESG) information is integrated across the Strategic report and other publications and we have used cross-referencing in the table on the right to avoid duplication.",0,0,0,1
22464,"With the entry into effect of the Code of Corporate Governance, with the interest of the shareholder and the market in mind, in activities in order to continue developing towards adopting best practices, particularly regarding the values of rigour and transparency.",0,0,0,1
22465,We have committed to the implementation of an Environmental Management System aligned with the ISO manufacturing sites to more effectively manage our climate change issues.,0,0,0,1
22466,"To test the estimated fair value of the Company’s El Dorado Refinery reporting unit, we performed audit procedures with the support of a valuation specialist that included, among others, assessing methodologies and testing the significant assumptions discussed above and the underlying data used by the Company in its analysis.",0,0,1,0
22467,"The dividend policy of the firm N.V. intends to preserve the independence of the Company, to maintain a healthy financial structure and to retain sufficient earnings in order to grow the business both organically and through acquisitions.",0,0,0,1
22468,award-winning campaign Union Pacific’s deliberately startling high school photo safety campaign was awarded Bronze at the outstanding online and cable TV commercials.,0,1,0,0
22469,"Support for employees through the process included webinars available on our internal social media channel, onsite psychologist well-checks and drop-in employee and vocational support centres.",0,1,1,0
22470,Group Compliance constitutes the independent second line of defence compliance function and is responsible for developing and maintaining the Risk Management Framework for compliance risks and for guiding the business in its implementation of and adherence to the framework.,0,0,0,1
22471,"In all of our facilities, including our corporate support offices, we promote environmental stewardship by reducing consumption, recycling paper products (electronics and related accessories through recycling or other sound e-waste processing.",0,0,0,1
22472,Academic & Professional Learning products are Education Publishing and Professional Learning.,0,1,0,0
22473,"The public and stakeholder expectations of the business community have increased sharply, and we ourselves are also increasingly demanding that we act responsibly and with integrity.",1,1,1,1
22474,"Despite this change, Coles honoured the wage increase that was scheduled under the ensured that, while we consider the best way forward, Coles team members did not see any reduction in their base rate of pay.",0,1,0,0
22475,Researchers from University of Toronto’s David and Sharon Johnston Centre for Corporate Governance Innovation evaluated the work of the boards of S&P/TSX Composite Index companies and trusts for the quality of their governance practices.,0,0,0,1
22476,"[COMPANY] is in particular committed to maintaining interest rate hedging greater than or equal to 50% of the amounts used under Tranche A of the Syndicated Credit Agreement for the duration of the loan; Change of control – The Syndicated Credit AgreementP provides for the option for each lender not to finance its participation in the event of drawdown and to terminate its commitment in the event of a change of control of the Company; Early repayment – Under the Syndicated Credit Agreement,P the majority of the lenders (i.e., lenders representing more than 2/3 of commitments) can decide to demand the total or partial early repayment of the amounts due under the Syndicated Credit Agreement in certain cases limited to those stipulated, which include non-payment, non-compliance of the commitments described above, the occurrence of a cross default or the occurrence of events having a material adverse effect on the assets and financial position of the Company or its ability to meet its payment obligations or any of its financial commitments.",0,0,0,1
22477,"We believe that only by pooling the knowledge of sponsors, sports bodies, governments, and advocacy groups it is possible to highlight and devise more effective strategies to address the human rights challenges associated with mega-sporting events, from planning through to legacy.",0,1,0,0
22478,"This Report Environment Social Governance Appendix Collaboration and continuous improvement Improvements to support the protection and working conditions of the most vulnerable workers globally will require collaboration among businesses, civil society and governments.",0,0,0,1
22479,to measure corporate sustainability in new areas such as water use and biodiversity.,0,0,0,1
22480,	 APRIL’s	contribution	has	helped	meet	 important socio-economic and localculture indicators by maintaining the values that support the Human Development Index (HDI) through its community development programme.,0,1,0,0
22481,"iSecurity was selected by Health Science North for an Ontario Health-funded project to develop one of three health regional security operations centres in Ontario, using the C 360 platform.",0,1,0,0
22482,"Because of the uncertainty associated with various factors that may influence our future IPPS payments by individual hospital, including legislative, regulatory or legal actions, admission volumes, length of stay and case mix, we cannot provide any assurances regarding our estimates of the impact of the payment and policy changes.",0,0,1,0
22483,"The benefit of the discounted stock price, amortized to compensation expense over each offering period of six months.",0,0,1,0
22484,"Union Pacific’s sustainability approach requires engaging with our four key stakeholder groups to understand their evolving needs, ultimately creating competitive advantages for customers, job stability for employees, strong returns for our shareholders and economic strength in our communities.",0,0,0,1
22485,"We are subject to the economic, political and social instability risks associated with doing business in certain foreign countries.",0,1,0,0
22486,"During the gap year, as was the case in access to a computer participated in the e- learning program devoted to the Code of Ethics.",0,0,0,1
22487,Establishment of the above structure allows to engage the most qualified employees in the projects and ensures uniformity of the approaches to the facility management.,0,0,1,0
22488,"HT also directly cooperates, exchanges opinions and collects information on good practices related to the elimination of unsustainable practices and increasing the competitiveness as well as eliminating and avoiding legal compliance.",0,0,1,0
22489,The Safe Harbor Certification assists in meeting EU data protection requirements with respect to data held on global systems in the United States.,0,1,0,0
22490,"PGI aims to integrate pathogen genomics and bioinformatics into public health surveillance, outbreak investigations, and improved disease control and prevention.",0,1,1,0
22491,"In addition, there are risks that the effect of actions taken by us in implementing targets, commitments and ambitions for ESG focus areas may have a negative impact on our existing business, growth plans and future results from operations.",0,1,0,0
22492,"CODE OF ETHICS PRINCIPLES 765 Adherence to the law, internal regulations and contractual relations Compliance with applicable financial regulations Precedence of the [COMPANY]'s interests over personal interests Responsibility and professionalism based on ethical conduct Responsible communications Data privacy and confidentiality Commitment to human and labour rights SUSTAINABILITY REPORT AND NON-FINANCIAL INFORMATION STATEMENT [YEAR] EUSKALTEL GROUP 7.",0,0,0,1
22493,"To learn more about Avnet’s global impact, we invite you to read our Environmental Policy, Global Carbon Footprint Report and FY16 Annual Report (Form 10k).",0,0,0,1
22494,"Internal medical safety clinicians evaluate actual and potential safety issues, harm, and health risks to patients or users of Medtronic products and therapies.",0,1,1,0
22495,"■ EAC purchases for vintage [YEAR] Green-e certified renewable energy certificates (RECs) for all electricity consumed in the US. ■ The remaining EAC purchases were matched based on the country where the electricity was consumed and compliance year, with the exception of Singapore for which we purchased [YEAR] Malaysia RECs based on availability and Australia for which we purchased [YEAR] vintages based on availability.",0,0,0,1
22496,"For instance, in our Mexican manufacturing unit, located in a waterstressed area, a multidisciplinary team has been empowered by the local management to roll-out the initiatives outlined in the water management plan.",0,0,0,1
22497,"REPORT PUBLICATION DATE: OCTOBER Information and data within this [YEAR] Serve 360 Report: Environmental, Social, and Governance Progress (“Report”) represent Marriott International, Inc.’s (“Marriott”) global operations from our full portfolio of owned, leased, managed, and franchised hotels, unless otherwise indicated.",0,0,0,1
22498,See “Management’s Discussion and Analysis of Financial Condition and Results of Operations — Liquidity and Capital Resources” and Note and Long-Term Debt” to the Consolidated Financial Statements for additional information regarding our outstanding debt obligations.,0,0,1,0
22499,"When the Company is committed to a sale plan involving loss of control of a subsidiary, all of the assets and liabilities of that subsidiary are classified as held for sale when the criteria described above are met, regardless of whether the Company will retain a non-controlling interest in its former subsidiary after the sale.",0,0,1,0
22500,"guish itself from the competition and offer customers fresh, inno vative solutions.",0,0,1,0
22501,"Training courses that cover main risk-related topics, presentations, workshops, gamification and the use of governance, risk & compliance tooling also contribute to this.",0,0,0,1
22502,r We improve employee safety by reporting and evaluating near-misses – incidents where employees came close to being injured – so we can learn from them and prevent future injuries.,0,1,1,0
22503,Training participants included deputy CEOs responsible for HR and social matters.,0,1,0,0
22504,"At the screening phase of new suppliers, the vendor is asked to accept Kemira’s Code of Conduct for Suppliers, Distributors and Agents (CoC-SDA) in alignment with our New vendor creation process.",0,1,1,0
22505,Sustain the well-being of local communities in areas of operation Lundin Petroleum adheres to principles of corporate governance found in both internal and external rules.,0,1,1,0
22506,"UK Prudential Regulatory Authority Principles for responsible Investment Payment Services Directive II PricewaterhouseCoopers Auditores, S.L.",0,0,0,1
